Institution Name,Main Office,Branch Name,Established Date (MMDDYYY),Acquired Date(MMDDYYY),Street Address,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
Citi Bank,0,south holland branch,11/27/2007,,370 EAST 162ND STREET,Cook,IL,60473,41.60088,-87.60816,7843,8062,9779,12682,24348,28091,32978
Citi Bank,0,tinley park banking center branch,03/13/2013,,17157 HARLEM AVENUE,Cook,IL,60477,41.57942,-87.79328,,,,3481,13485,26327,36382
Citi Bank,0,country club hills bnkg cntr branch,12/27/2006,,4001 WEST 167TH STREET,Cook,IL,60478,41.58608,-87.71407,11174,13691,15419,18355,19970,23067,24043
Citi Bank,0,worth branch,1 de enero de 1905,11/13/2004,6838 WEST 111TH STREET,Cook,IL,60482,41.6902,-87.79017,72901,75599,80983,85493,90532,99878,106911
Citi Bank,0,bolingbrook/weber banking center branch,04/28/2004,11/13/2004,262 SOUTH WEBER ROAD,Will,IL,60490,41.69108,-88.12536,35200,41251,51139,61988,63152,75161,84056
Citi Bank,0,lockport jewel branch,9 de octubre de 1996,11/13/2004,14200 SOUTH BELL ROAD,Will,IL,60491,41.63044,-87.93117,15629,19513,20891,25539,29532,35163,40162
Citi Bank,0,aurora farnsworth bkg. ctr. branch,09/14/2006,,2365 NORTH FARNSWORTH AVENUE,Kane,IL,60502,41.80322,-88.28198,23603,26183,31918,36670,40355,45752,50853
Citi Bank,0,eola & indian trail bnkg ctr branch,11/24/2009,,1188 NORTH BOLA ROAD,DuPage,IL,60502,41.77469,-88.2396,6017,14866,23743,33085,66673,76186,86037
Citi Bank,0,fox valley branch,5 de diciembre de 1991,11/13/2004,4461 FOX VALLEY CENTER DRIVE,DuPage,IL,60504,41.75821,-88.20751,233138,254434,282567,313660,322822,349406,384262
Citi Bank,0,west aurora banking center branch,05/26/2004,11/13/2004,1500 NORTH ORCHARD ROAD,Kane,IL,60506,41.78729,-88.37564,31780,39681,48514,54040,60181,63316,73709
Citi Bank,0,batavia avenue branch,1 de febrero de 1973,11/13/2004,130 SOUTH BATAVIA AVENUE,Kane,IL,60510,41.85194,-88.31221,58623,66247,74090,81792,89933,91821,102554
Citi Bank,0,randall branch,07/20/1991,11/13/2004,5 NORTH RANDALL ROAD,Kane,IL,60510,41.84985,-88.34034,118081,132956,151575,162274,194496,208955,226195
Citi Bank,0,downers grove ogden branch,04/26/1974,11/13/2004,1200 OGDEN AVENUE,DuPage,IL,60515,41.80861,-88.01473,171616,182272,214943,243364,264202,287793,302892
Citi Bank,0,downers grove branch,08/25/2003,09/25/2008,62 OGDEN AVENUE,DuPage,IL,60515,41.80986,-87.98745,13578,17742,23269,26093,53154,58005,71819
Citi Bank,0,main and 63rd branch,05/31/2012,,6241 MAIN STREET,DuPage,IL,60516,41.77336,-88.00858,,,1068,13424,49076,60264,72749
Citi Bank,0,woodridge branch,10/14/1989,11/13/2004,7501 LEMONT ROAD,DuPage,IL,60517,41.75106,-88.01255,277744,303507,353425,370286,400468,415357,454552
Citi Bank,0,hinsdale/ogden branch,11/17/1967,11/13/2004,400 EAST OGDEN AVENUE,DuPage,IL,60521,41.81739,-87.92061,157124,168244,221012,251201,271930,308195,322828
Citi Bank,0,oak brook branch,5 de enero de 1934,11/13/2004,2122 WEST 22ND STREET,DuPage,IL,60523,41.84634,-87.97138,210585,226856,256402,271868,292037,341604,371841
Citi Bank,0,la grange branch,06/13/1969,11/13/2004,308 WEST BURLINGTON AVENUE,Cook,IL,60525,41.81551,-87.86973,150156,160133,187633,198121,235214,249039,276715
Citi Bank,0,la grange drive-up branch,12 de julio de 1968,11/13/2004,308 WEST BURLINGTON AVENUE,Cook,IL,60525,41.81504,-87.87352,0,0,0,0,0,0,0
Citi Bank,0,willowbrook facility branch,04/24/1975,11/13/2004,730 PLAINFIELD ROAD,DuPage,IL,60527,41.76227,-87.94115,207872,240239,272723,297492,396743,409899,451658
Citi Bank,0,county line and burr ridge pkwy,02/26/2014,,150 BURR RIDGE PKWY,Cook,IL,60527,41.75059,-87.91438,,,,,9784,27332,48559
Citi Bank,0,orchard and mayfield branch,12 de noviembre de 2008,,2101 ORCHARD RD,Kane,IL,60538,41.71847,-88.37539,4311,7500,12534,13734,15441,18876,24471
Citi Bank,0,naperville branch,12 de abril de 1989,11/13/2004,1212 HOBSON ROAD,DuPage,IL,60540,41.7528,-88.11933,275828,319546,355862,393765,441848,479638,521464
Citi Bank,0,naperville downtown branch,12/18/2003,11/13/2004,"55 SOUTH MAIN STREET, SUITE 175",DuPage,IL,60540,41.77457,-88.14954,38766,46455,61708,65506,92754,94915,91270
Citi Bank,0,springbrook prairie branch,9 de mayo de 2008,,2503 W 75TH ST,DuPage,IL,60540,41.74742,-88.19644,21237,34976,48165,60952,76649,94972,113029
Citi Bank,0,orchard and oak branch,12 de julio de 2010,,140 HANSEN BLVD,Kane,IL,60542,41.80569,-88.37116,,2211,5676,8521,12093,17624,16747
Citi Bank,0,oswego-orchard road banking center branch,04/28/2005,,3419 ORCHARD ROAD,Kendall,IL,60543,41.67605,-88.37836,24131,36149,40774,41339,42560,35805,39328
Citi Bank,0,route 34 & 5th st bnkg center branch,12/21/2007,,2310 U.S. HIGHWAY 34,Kendall,IL,60543,41.6642,-88.32404,24325,39745,46442,58516,86993,93274,110190
Citi Bank,0,plainfield illinois branch,09/14/1961,11/13/2004,15115 S ILLINOIS,Will,IL,60544,41.60771,-88.20363,51788,54839,60151,63626,66232,68990,73059
Citi Bank,0,rt 59 and 135th st branch,10/15/2008,,13661 S RT 59,Will,IL,60544,41.63827,-88.20286,12836,18456,27939,33263,40603,48359,60297
Citi Bank,0,north riverside branch,11 de marzo de 2004,,1730 SOUTH HARLEM AVENUE,Cook,IL,60546,41.85572,-87.80392,24042,26575,31736,35894,38285,41256,46067
Citi Bank,0,sugar cove branch,11/29/2006,,489 NORTH STATE ROUTE 47,Kane,IL,60554,41.77509,-88.44241,20031,24893,30421,35142,51285,50061,54058
Citi Bank,0,warrenville facility branch,11 de octubre de 1986,11/13/2004,29W555 BATAVIA ROAD,DuPage,IL,60555,41.8313,-88.19943,71277,76454,87096,92815,101435,107571,116932
Citi Bank,0,cass and 63rd branch,11/19/2013,,6320 S CASS AVE,DuPage,IL,60559,41.77278,-87.97457,,,,,2480,5621,10337
Citi Bank,0,yorkville banking center branch,11/15/2007,,110 EAST VETERANS PARKWAY,Kendall,IL,60560,41.65727,-88.43991,14780,25253,33456,42073,41216,46984,57093
Citi Bank,0,darien & 75th street branch,11 de diciembre de 2014,,7501 CASS AVENUE,DuPage,IL,60561,41.75131,-87.97377,,,,,,8238,19493
Citi Bank,0,naper & ogden banking center branch,07/31/2007,,1455 NORTH NAPER BLVD,DuPage,IL,60563,41.74625,-88.11743,43939,61357,80036,99052,117449,122800,150436
Citi Bank,0,route 59 & brookdale banking center branch,09/18/2008,,1396 N SR 59,DuPage,IL,60563,41.78931,-88.17056,15603,22893,31656,37297,76015,82723,94978
Citi Bank,0,naperville rt 59 and 95th branch,1 de mayo de 1999,11/13/2004,"2863 W 95TH ST, UNIT 151",Will,IL,60564,0,0,33586,36777,41286,44993,51740,59201,65874
Citi Bank,0,south naperville branch,6 de agosto de 2005,,4911 SOUTH ILLINOIS HIGHWAY 59,Will,IL,60564,41.70709,-88.19886,47210,54890,72807,84598,100148,106865,120107
Citi Bank,0,wacker drive branch,7 de junio de 1989,11/13/2004,35 WEST WACKER DRIVE,Cook,IL,60601,41.88686,-87.62694,167816,184891,218140,251476,277184,307028,331722
Citi Bank,0,michigan & randolph baning center branch,11 de agosto de 2007,,150 NORTH MICHIGAN AVENUE,Cook,IL,60601,41.88431,-87.6246,23582,36034,49717,84894,106680,127008,197411
Citi Bank,0,lakeshore east banking center branch,12/19/2007,,340 EAST RANDOLPH STREET,Cook,IL,60601,41.8846,-87.61889,15948,21073,31414,45155,62210,71797,96923
Citi Bank,0,la salle st north branch,06/27/1928,11/13/2004,2 N LA SALLE ST,Cook,IL,60602,41.88232,-87.63236,162543,180144,213903,237891,252334,255139,310094
Citi Bank,0,chicago's main office branch,07/01/1863,11/13/2004,10 SOUTH DEARBORN STREET,Cook,IL,60603,41.88187,-87.62948,22101086,27521204,36219931,39152650,47103774,43326953,36539028
Citi Bank,0,wabash and adams branch,03/24/2009,,55 E MONROE,Cook,IL,60603,41.88081,-87.62571,6520,12633,19811,21541,27600,31348,44154
Citi Bank,0,chicago board of trade banking center branch,09/16/2008,,141 W JACKSON BLVD,Cook,IL,60604,41.87814,-87.63225,42804,51432,60129,69934,80061,85891,83742
Citi Bank,0,michigan & jackson bnkg ctr branch,10/28/2009,,300 SOUTH MICHIGAN AVENUE,,IL,60604,41.87764,-87.62437,6354,12403,16190,19702,22286,26228,32411
Citi Bank,0,south loop banking center branch,12/15/2003,11/13/2004,850 SOUTH WABASH,,IL,60605,41.87117,-87.62599,23728,36335,35991,46580,51151,54694,65928
Citi Bank,0,printers row branch,6 de septiembre de 2005,,550 S DEARBORN,,IL,60605,41.87506,-87.62921,23782,29874,33555,38188,43146,46392,52798
Citi Bank,0,cme branch,1 de septiembre de 1984,11/13/2004,30 SOUTH WACKER DRIVE,,IL,60606,41.88153,-87.63709,177408,224626,247421,289855,291624,308165,319253
Citi Bank,0,south riverside banking center branch,10/16/2003,11/13/2004,300 SOUTH RIVERSIDE,,IL,60606,41.87801,-87.63828,38533,47375,53261,62296,71739,79885,91578
Citi Bank,0,jackson and wells branch,11/14/2006,,200 WEST JACKSON BOULEVARD,Cook,IL,60606,41.8781,-87.63446,40241,52216,72422,80536,84926,91316,105089
Citi Bank,0,chicago branch,11 de enero de 1996,08/16/2008,"227 WEST MONROE STREET, SUITE 2800",Cook,IL,60606,41.88059,-87.63422,0,0,0,0,0,0,0
Citi Bank,0,west monroe and franklin branch,04/30/2004,09/25/2008,"230 W MONROE STREET, SUITE 125",Cook,IL,60606,41.88063,-87.63489,21737,35765,46505,63405,68560,72172,90436
Citi Bank,0,private banking 300 south riverside branch,05/23/2012,,420 WEST VAN BUREN STREET,Cook,IL,60606,41.87684,-87.6374,,,132,0,0,0,0
Citi Bank,0,roosevelt & canal jewel branch,10/28/1997,11/13/2004,1340 SOUTH CANAL STREET,Cook,IL,60607,41.86601,-87.63928,34409,38308,42448,47563,51147,59384,61966
Citi Bank,0,west loop banking center branch,11/16/2005,,923 WEST WASHINGTON BOULEVARD,Cook,IL,60607,41.88307,-87.65066,23876,31217,40612,55215,117185,128275,155723
Citi Bank,0,south canal banking center branch,12/30/2005,,1130 SOUTH CANAL STREET,Cook,IL,60607,41.86871,-87.63934,32019,36732,47396,58261,66021,72526,83485
Citi Bank,0,taylor and may banking center branch,10/27/2005,,1130 WEST TAYLOR STREET,Cook,IL,60607,41.86946,-87.65552,19108,25570,32006,41760,53591,69671,84224
Citi Bank,0,pilsen banking center branch,8 de septiembre de 2010,,2228 SOUTH WESTERN AVENUE,Cook,IL,60608,41.85154,-87.68578,,61749,69353,75140,81586,92439,101193
Citi Bank,0,ashland and roosevelt,02/18/2014,,1225 SOUTH ASHLAND AVENUE,Cook,IL,60608,41.86624,-87.66638,,,,,765,2870,5209
Citi Bank,0,back of the yards banking center branch,12/16/2003,11/13/2004,4809 SOUTH ASHLAND AVENUE,Cook,IL,60609,41.80664,-87.66476,7651,9364,11134,13366,13913,17193,20241
Citi Bank,0,near north branch,05/14/1977,11/13/2004,1122 NORTH CLARK STREET,Cook,IL,60610,41.90242,-87.6314,233434,252565,252760,276119,314942,346169,365909
Citi Bank,0,old town banking center branch,10/27/2005,,1350 NORTH WELLS STREET,Cook,IL,60610,41.90748,-87.6346,43402,36187,49886,43364,47114,53734,65836
Citi Bank,0,chicago - state & division branch,11/24/2003,09/25/2008,1200 N STATE PKWY,Cook,IL,60610,41.90434,-87.62869,17324,25684,32066,49134,53479,57726,75940
Citi Bank,0,chicago - north & larrabee branch,08/25/2003,09/25/2008,609 W NORTH AVENUE,Cook,IL,60610,41.91098,-87.64359,16696,19322,26526,34061,45939,52911,64358
Citi Bank,0,state and delaware branch,07/23/2013,,902 N STATE ST,Cook,IL,60610,41.89928,-87.62831,,,,,12769,23813,52439
Citi Bank,0,michigan avenue branch,5 de marzo de 1920,11/13/2004,605 NORTH MICHIGAN AVENUE,Cook,IL,60611,41.89283,-87.62411,500380,532811,588233,627804,654660,699843,727867
Citi Bank,0,hancock center branch,7 de febrero de 1929,11/13/2004,875 NORTH MICHIGAN AVENUE,Cook,IL,60611,41.89843,-87.62395,190811,219914,261900,312734,387834,387006,443609
Citi Bank,0,streeterville banking center branch,9 de noviembre de 2007,,355 EAST ILLINOIS STREET,Cook,IL,60611,41.89098,-87.61881,29251,34751,48461,59296,100366,119501,146763
Citi Bank,0,western & madison branch,12/17/2013,,2317 WEST MADISON STREET,Cook,IL,60612,41.88117,-87.68444,,,,,1193,2934,4898
Citi Bank,0,north wrigleyville banking center branch,12/17/2003,11/13/2004,3714 NORTH BROADWAY STREET,Cook,IL,60613,41.9494,-87.64857,56229,59769,76509,98381,137302,148222,171397
Citi Bank,0,southport/waveland/addison banking center branch,07/15/2004,11/13/2004,3730 NORTH SOUTHPORT,Cook,IL,60613,41.94981,-87.66408,29786,36654,40554,47681,50781,53263,60613
Citi Bank,0,lincoln byron banking center branch,08/18/2004,11/13/2004,3868 NORTH LINCOLN AVENUE,Cook,IL,60613,41.95229,-87.67741,34326,42674,53901,57303,64577,75768,80823
Citi Bank,0,irving park & sheridan banking branch,11/18/2004,,3956 NORTH SHERIDAN,Cook,IL,60613,41.95424,-87.65452,25401,29492,35183,41461,46059,53024,58088
Citi Bank,0,north broadway and sheridan branch,07/30/2004,09/25/2008,4356 N BROADWAY ROAD,Cook,IL,60613,41.96126,-87.65488,7133,8479,10987,13208,15518,18268,24459
Citi Bank,0,lincoln park branch,6 de abril de 1990,11/13/2004,2170 NORTH CLYBOURN AVENUE,Cook,IL,60614,41.9217,-87.6646,238695,251432,280716,319253,322052,332592,359118
Citi Bank,0,lincoln park central banking center branch,03/18/2004,11/13/2004,2501 NORTH CLARK STREET,Cook,IL,60614,41.92796,-87.64188,57310,80281,103599,118947,145725,152335,172648
Citi Bank,0,north halsted banking center branch,06/15/2004,11/13/2004,2603 NORTH HALSTED,Cook,IL,60614,41.92934,-87.64887,32592,35703,45443,54701,65777,76039,105022
Citi Bank,0,fullerton and wood banking center branch,8 de febrero de 2004,11/13/2004,1757 WEST FULLERTON,Cook,IL,60614,41.92501,-87.67194,24555,28101,32894,37698,42075,44089,57255
Citi Bank,0,north wells branch,08/18/2004,11/13/2004,1700 NORTH WELLS STREET,Cook,IL,60614,41.91328,-87.63476,42935,45848,51220,63465,70627,83832,99906
Citi Bank,0,sheffield & armitage banking center branch,12/29/2004,,935 WEST ARMITAGE AVENUE,Cook,IL,60614,41.91812,-87.65239,40712,62417,66155,86920,93108,97999,120574
Citi Bank,0,chicago - clybourn square branch,06/23/2003,09/25/2008,2790 N. CLYBOURN AVENUE,Cook,IL,60614,41.93091,-87.6766,23119,24093,29991,36790,41171,49528,65067
Citi Bank,0,hyde park banking center branch,12/15/2003,11/13/2004,1204 EAST 53RD STREET,Cook,IL,60615,41.79954,-87.59649,49952,57415,65144,79133,91040,108448,125273
Citi Bank,0,state and archer banking center branch,08/25/2004,11/13/2004,1934 SOUTH STATE STREET,Cook,IL,60616,41.85614,-87.62723,29411,35146,45261,58820,68927,78561,89388
Citi Bank,0,bridgeport halsted branch,12 de julio de 2004,,757 WEST 35TH STREET,Cook,IL,60616,41.83078,-87.64577,15968,20934,28619,32954,87815,105490,120748
Citi Bank,0,jeffery manor branch,02/28/2000,11/13/2004,1910 EAST 95TH STREET,Cook,IL,60617,41.72248,-87.57763,25310,28243,30573,53948,56635,56090,58717
Citi Bank,0,commercial ave branch,12 de julio de 2004,,9138 SOUTH COMMERCIAL AVENUE,Cook,IL,60617,41.72887,-87.55124,7465,8625,10666,13193,14970,17449,19968
Citi Bank,0,irving and kedzie branch,12/16/2003,11/13/2004,3204 WEST IRVING PARK ROAD,Cook,IL,60618,41.95385,-87.71858,13617,16333,42818,50864,62069,70900,77870
Citi Bank,0,western & addison branch,9 de septiembre de 2004,,3531 N WESTERN AVENUE,Cook,IL,60618,41.94551,-87.68804,24154,27387,35489,43878,46461,52171,57279
Citi Bank,0,chicago - belmont plaza branch,07/30/2004,09/25/2008,3339 W BELMONT AVENUE,Cook,IL,60618,41.93922,-87.71082,8655,9728,11373,14070,15280,18913,22837
Citi Bank,0,elston plaza branch,12 de mayo de 2009,,3225 WEST ADDISON ST,Cook,IL,60618,41.94658,-87.70885,91660,97583,111848,121895,129779,144391,156809
Citi Bank,0,chicago - chatham village square branch,08/25/2003,09/25/2008,"712 E 87TH STREET, SUITE D2",Cook,IL,60619,41.73571,-87.60657,7333,8010,8806,10920,11476,11791,25930
Citi Bank,0,stewart and 83rd branch,12/15/2004,,353 WEST 83RD STREET,Cook,IL,60620,41.7435,-87.63276,16423,16915,18968,20059,32055,34636,38884
Citi Bank,0,bucktown banking center branch,11/19/2003,11/13/2004,1849 WEST NORTH AVENUE,Cook,IL,60622,41.91054,-87.67466,42322,57275,67123,79411,82739,94857,112433
Citi Bank,0,milwaukee ashland banking center branch,12/22/2004,,1230 NORTH MILWAUKEE AVENUE,Cook,IL,60622,41.90439,-87.66807,28008,34049,37482,44373,52084,59339,70652
Citi Bank,0,damen & division branch,11 de febrero de 2004,,1959 W DIVISION STREET,Cook,IL,60622,41.90318,-87.67657,45853,52355,70536,83662,96264,117432,132583
Citi Bank,0,little village branch,01/01/1899,11/13/2004,3856 WEST 26TH STREET,Cook,IL,60623,41.84436,-87.7214,53631,60354,65708,69968,77565,83733,91656
Citi Bank,0,cermak branch,08/27/2004,11/13/2004,3101 WEST CERMAK ROAD,Cook,IL,60623,41.85176,-87.70285,13793,14774,17642,20675,21729,23713,35287
Citi Bank,0,lawrence and kedzie banking center branch,07/22/2004,11/13/2004,4843 NORTH KEDZIE AVENUE,Cook,IL,60625,41.96926,-87.70844,20358,27279,33026,41885,40953,46010,50769
Citi Bank,0,lincoln square banking center branch,09/24/2004,11/13/2004,4711 NORTH LINCOLN AVENUE,Cook,IL,60625,41.9669,-87.68743,33730,42494,49619,53031,58324,67300,77108
Citi Bank,0,lincoln and summerdale branch,07/30/2004,09/25/2008,5341 N LINCOLN AVENUE,Cook,IL,60625,41.97857,-87.69264,9068,10826,14309,17717,20233,24405,69976
Citi Bank,0,loyola branch,12/21/2005,,6415 NORTH SHERIDAN ROAD,Cook,IL,60626,41.99891,-87.6605,16867,20805,26315,32800,41142,67890,82428
Citi Bank,0,chicago - lincoln & wilson branch,12/20/2004,09/25/2008,1791 W HOWARD STREET,Cook,IL,60626,42.0194,-87.67584,3661,5312,7981,9570,36508,41910,44734
Citi Bank,0,ridge and pratt blvd branch,11/13/2013,,6740 N RIDGE BLVD,Cook,IL,60626,0,0,,,,,1917,4645,7530
Citi Bank,0,chicago - 117th & halsted branch,07/25/2005,09/25/2008,11721 S HALSTED STREET,Cook,IL,60628,41.68123,-87.64189,3524,5121,6485,8451,19096,19331,20974
Citi Bank,0,chicago - 103rd & michigan branch,12/20/2004,09/25/2008,92 E 103RD STREET,Cook,IL,60628,41.70728,-87.62049,3320,4191,5588,6337,6626,7418,8524
Citi Bank,0,north pulaski banking center branch,06/21/2004,11/13/2004,4824 N PULASKI RD,Cook,IL,60630,41.96873,-87.72816,41385,51029,62126,70596,75875,84892,94807
Citi Bank,0,jefferson park banking center branch,8 de febrero de 2005,,4718 NORTH MILWAUKEE AVENUE,Cook,IL,60630,41.96605,-87.7592,17799,21982,28506,33600,36198,40716,44265
Citi Bank,0,elston and laramie branch,02/19/2013,,5352 NORTH ELSTON AVENUE,Cook,IL,60630,41.97854,-87.75721,,,,3997,11309,16630,22362
Citi Bank,0,northwest highway harlem banking center branch,01/27/2005,,6145 NORTH NORTHWEST HIGHWAY,Cook,IL,60631,41.99324,-87.80046,19749,22902,30236,33280,40303,46517,55086
Citi Bank,0,archer branch,01/01/1887,11/13/2004,4363 SOUTH ARCHER AVENUE,Cook,IL,60632,41.81445,-87.70373,80137,84795,98131,106761,120467,133651,148351
Citi Bank,0,midway square banking center branch,5 de mayo de 2004,11/13/2004,5137 SOUTH PULASKI ROAD,Cook,IL,60632,41.80007,-87.72319,25540,29787,36293,41022,46619,55016,61876
Citi Bank,0,pulaski and 45th branch,12 de julio de 2011,,4455 SOUTH PULASKI ROAD,Cook,IL,60632,41.81243,-87.72378,,,4803,12040,18904,25035,36658
Citi Bank,0,belmont and central banking center branch,07/26/2004,11/13/2004,5620 WEST BELMONT AVENUE,Cook,IL,60634,41.93863,-87.76712,33579,40364,49353,57858,64211,73339,77803
Citi Bank,0,montrose and central branch,07/14/2011,,5606 WEST MONTROSE AVENUE,Cook,IL,60634,41.96052,-87.76751,,,13496,21248,29391,41894,47895
Citi Bank,0,western branch,1 de enero de 1924,11/13/2004,6245 SOUTH WESTERN,Cook,IL,60636,41.78014,-87.68353,47666,47116,52690,54698,53425,56966,61169
Citi Bank,0,englewood plaza branch,12/18/2006,09/25/2008,6940A SOUTH ASHLAND AVENUE,Cook,IL,60636,41.76778,-87.66405,1487,2609,3192,3442,4397,5633,6141
Citi Bank,0,stony island branch,06/28/1994,11/13/2004,6650 SOUTH STONY ISLAND AVENUE,Cook,IL,60637,41.77396,-87.58639,93617,98662,104742,113593,113263,114376,121211
Citi Bank,0,s archer avenue branch,12 de enero de 2004,,5687 S ARCHER AVENUE,Cook,IL,60638,41.79698,-87.75355,39962,47027,54522,63322,72842,83010,93924
Citi Bank,0,armitage and cicero banking center branch,03/16/2005,,1851 NORTH CICERO AVENUE,Cook,IL,60639,41.91421,-87.74583,34683,42795,50971,59769,66729,74805,81860
Citi Bank,0,chicago - north & grand branch,04/30/2004,09/25/2008,4440 W NORTH AVENUE,Cook,IL,60639,41.90987,-87.7372,5087,5931,8387,10766,12190,16589,18198
Citi Bank,0,diversey and kilpatrick branch,10/30/2013,,4645 W DIVERSEY AVE,Cook,IL,60639,41.93156,-87.74289,,,,,5190,10981,17632
Citi Bank,0,ravenswood branch,06/14/1962,11/13/2004,1825 WEST LAWRENCE AVENUE,Cook,IL,60640,41.96874,-87.6751,358074,372007,399136,426536,441925,467837,524977
Citi Bank,0,andersonville banking center branch,07/29/2004,11/13/2004,5134 NORTH CLARK STREET,Cook,IL,60640,41.9755,-87.66837,33181,34558,39556,42879,49577,63986,72751
Citi Bank,0,uptown banking center branch,09/22/2004,11/13/2004,1101 WEST LAWRENCE AVENUE,Cook,IL,60640,41.969,-87.65802,18196,21435,25386,28858,34882,36401,50688
Citi Bank,0,clark and gregory branch,01/20/2004,09/25/2008,5531 N CLARK STREET,Cook,IL,60640,41.98262,-87.6686,15354,18882,21694,25096,27166,31845,36699
Citi Bank,0,six corners banking center branch,12 de septiembre de 2003,11/13/2004,4854 WEST IRVING PARK ROAD,Cook,IL,60641,41.95348,-87.74872,29895,30755,32230,39479,42534,45409,50347
Citi Bank,0,berry plaza banking center branch,04/16/2004,11/13/2004,3033 NORTH PULASKI ROAD,Cook,IL,60641,41.93656,-87.72703,17069,17763,22262,26310,29164,31656,34535
Citi Bank,0,north and sheffield branch,5 de enero de 2014,,1551 NORTH KINGSBURY STREET,Cook,IL,60642,41.90989,-87.65316,,,,,1744,10796,24546
Citi Bank,0,beverly banking center branch,10 de junio de 2004,11/13/2004,2310 WEST 95TH STREET,Cook,IL,60643,41.7211,-87.68007,20823,22830,25998,28677,30600,36615,40309
Citi Bank,0,rogers park branch,6 de enero de 1934,11/13/2004,7015 NORTH WESTERN AVENUE,Cook,IL,60645,42.00926,-87.69006,184714,189296,208394,224278,235316,252619,268911
Citi Bank,0,sauganash branch,11 de enero de 1989,11/13/2004,4145 WEST PETERSON,Cook,IL,60646,41.98994,-87.73268,168454,180510,193953,215891,226677,245013,267182
Citi Bank,0,milwaukee avenue branch,04/27/1996,11/13/2004,5813 NORTH MILWAUKEE AVENUE,Cook,IL,60646,41.9872,-87.77815,664623,886903,898119,950907,931676,937485,838904
Citi Bank,0,logan square banking center branch,01/30/2004,11/13/2004,2235 NORTH MILWAUKEE AVENUE,Cook,IL,60647,41.92177,-87.69533,34231,44963,55462,67161,74000,81682,97637
Citi Bank,0,north logan square banking,11/17/2004,,2639 NORTH MILWAUKEE AVENUE,Cook,IL,60647,41.92975,-87.70853,12967,15976,17986,22520,26552,30928,35817
Citi Bank,0,jeffery plaza branch,11 de enero de 2004,,"7131 S JEFFERY, SUITE E",Cook,IL,60649,41.7654,-87.57621,9774,10745,11960,14442,13696,14755,16373
Citi Bank,0,chicago - chicago & kedzie branch,04/30/2004,09/25/2008,"800 N KEDZIE AVENUE, SUITE 218",Cook,IL,60651,41.89558,-87.70665,3200,4467,5503,6497,7287,8606,16914
Citi Bank,0,79th/cicero branch,1 de enero de 1921,11/13/2004,4730 WEST 79TH STREET,Cook,IL,60652,41.74931,-87.74003,130236,134533,144332,169966,211655,224972,244428
Citi Bank,0,kedzie branch,1 de enero de 1913,11/13/2004,8340 SOUTH KEDZIE AVENUE,Cook,IL,60652,41.74112,-87.70216,66076,65777,68723,71250,73219,77021,81481
Citi Bank,0,bronzeville banking center branch,09/25/2003,11/13/2004,3500 SOUTH KING DRIVE,Cook,IL,60653,41.8311,-87.61737,17779,21372,26279,29078,32779,36593,40237
Citi Bank,0,clark and west chicago banking center branch,7 de junio de 2004,11/13/2004,71 WEST CHICAGO AVENUE,Cook,IL,60654,41.89661,-87.63054,34528,42652,51058,65108,78067,80893,102632
Citi Bank,0,grand and franklin bkg. ctr. branch,12/22/2005,,230 WEST GRAND AVENUE,Cook,IL,60654,41.89156,-87.63541,44184,62387,73042,95745,117726,150084,183322
Citi Bank,0,dearborn and ohio branch,06/29/2007,,600 NORTH DEARBORN STREET,Cook,IL,60654,41.89246,-87.62974,25677,32643,42880,52505,66702,71739,83531
Citi Bank,0,kinzie and clark branch,05/23/2013,,401 N CLARK ST,Cook,IL,60654,,,,,,562,15236,74145,98739
Citi Bank,0,chicago & larrabee branch,11/20/2014,,755 NORTH LARRABEE STREET,Cook,IL,60654,41.89586,-87.64294,,,,,,6361,22074
Citi Bank,0,west lakeview branch,01/01/1887,11/13/2004,3335 NORTH ASHLAND AVENUE,Cook,IL,60657,41.94268,-87.66867,244036,259903,286279,310750,374079,400572,440105
Citi Bank,0,east lakeview branch,11 de junio de 1989,11/13/2004,3032 NORTH CLARK STREET,Cook,IL,60657,41.93757,-87.6487,349327,392817,415294,461137,490705,544147,596384
Citi Bank,0,lincoln wellington branch,9 de julio de 2004,,2968 N LINCOLN AVENUE,Cook,IL,60657,41.93584,-87.66327,54902,55216,65266,77765,85480,92094,104277
Citi Bank,0,lincolnwood banking center branch,09/21/2005,,6350 NORTH MCCORMICK ROAD,Cook,IL,60659,41.99657,-87.71197,68182,85896,98787,120113,175588,195151,221328
Citi Bank,0,western and granville banking center branch,10/22/2012,,6155 NORTH WESTERN AVENUE,Cook,IL,60659,41.99326,-87.68967,,,,51560,46133,52250,58561
Citi Bank,0,bryn mawr banking center branch,02/23/2005,,1055 WEST BRYN MAWR AVENUE,Cook,IL,60660,41.98357,-87.65706,30743,36183,39877,47969,47063,74601,82380
Citi Bank,0,edgewater broadway branch,11/29/2006,,5715 NORTH BROADWAY STREET,Cook,IL,60660,41.98588,-87.66006,20448,25564,32058,34174,83110,86842,97531
Citi Bank,0,clinton and adams banking center branch,11 de febrero de 2006,,550 WEST ADAMS STREET,Cook,IL,60661,41.87932,-87.64143,37367,56885,80561,87551,92768,100936,131499
