branch_key,branch_name,branch_address,branch_city,branch_state,branch_zip
3453,castell motor bank branch,300 SOUTH CASTELL AVENUE,Comal,TX,78130.0
3454,walnut branch,690 SOUTH WALNUT AVENUE,Comal,TX,78130.0
3455,new braunfels west branch,1695 W STATE HIGHWAY 46,Comal,TX,78132.0
3456,kitty hawk banking center branch,912 KITTY HAWK RD,Bexar,TX,78148.0
3457,schertz banking center branch,6026 FM 3009,Guadalupe,TX,78154.0
3458,san antonio downtown branch,105 SOUTH ST MARYS STREET,Bexar,TX,78205.0
3459,san antonio motorbank branch,154 EAST COMMERCE,Bexar,TX,78205.0
3460,oak park branch,1020 N.E. LOOP 410,Bexar,TX,78209.0
3461,alamo heights branch,5900 BROADWAY STREET,Bexar,TX,78209.0
3462,austin highway & harry wurzback banking center,1434 AUSTIN HIGHWAY,Bexar,TX,78209.0
3463,broadway & katherine cour banking center branch,4620 BROADWAY STREET,Bexar,TX,78209.0
3464,highland park branch,519 EAST HIGHLAND BOULEVARD,Bexar,TX,78210.0
3465,highland park motor bank branch,519 EAST HIGHLAND BOULEVARD,Bexar,TX,78210.0
3466,san pedro branch,4011 SAN PEDRO AVENUE,Bexar,TX,78212.0
3467,vance jackson and i 10 branch,1503 VANCE JACKSON,Bexar,TX,78213.0
3468,park north branch,510 NW LOOP 410,Bexar,TX,78216.0
3469,blanco and west branch,8597 BLANCO RD,Bexar,TX,78216.0
3470,nacogdoches branch,13939 NACOGDOCHES,Bexar,TX,78217.0
3471,goliad banking center branch,1100 GOLIAD ROAD,Bexar,TX,78223.0
3472,southpark branch,2130 S.W. MILITARY DRIVE,Bexar,TX,78224.0
3473,marbach branch,8306 MARBACH,Bexar,TX,78227.0
3474,bandera branch,707 BANDERA ROAD,Bexar,TX,78228.0
3475,medical center fredericksburg branch,7959 FREDERICKSBURG,Bexar,TX,78229.0
3476,university and medical center branch,4703 MEDICAL DRIVE,Bexar,TX,78229.0
3477,summit parkway branch,5033 NW LOOP 410,Bexar,TX,78229.0
3478,huebner branch,"10999 HIGHWAY 10 WEST, SUITE#100",Bexar,TX,78230.0
3479,castle hills branch,2323 N.W. MILITARY HIGHWAY,Bexar,TX,78231.0
3480,shavano park branch,14625 HUEBNER ROAD,Bexar,TX,78231.0
3481,wurzbach and nw military branch,12503 NW MILITARY HWY,Bexar,TX,78231.0
3482,north woods branch,"1734 N LOOP 1604 E, STE 100",Bexar,TX,78232.0
3483,blanco and 1604 banking center branch,18143 BLANCO ROAD,Bexar,TX,78232.0
3484,ingram branch,6000 INGRAM ROAD,Bexar,TX,78238.0
3485,walzem & eaglecrest bnkg ctr branch,6001 MONTGOMERY DRIVE,Bexar,TX,78239.0
3486,babcock and huebner branch,5801 BABCOCK RD,Bexar,TX,78240.0
3487,78 & foster banking center branch,6596 FM 78,Bexar,TX,78244.0
3488,westover branch,8235 STATE HWY 151,Bexar,TX,78245.0
3489,military and 410 branch,7559 NW LOOP 410,Bexar,TX,78245.0
3490,thousand oaks banking center branch,14832 JONES MALTSBERGER ROAD,Bexar,TX,78247.0
3491,de zavala and i 10 branch,5258 DE ZAVALA RD,Bexar,TX,78249.0
3492,bandera and mainland branch,8014 BANDERA RD,Bexar,TX,78250.0
3493,bandera and 1604 branch,11640 BANDERA ROAD,Bexar,TX,78250.0
3494,culebra branch,10680 CULEBRA ROAD,Bexar,TX,78251.0
3495,potranco & rousseau bnkg ctr branch,10810 POTRANCO ROAD,Bexar,TX,78251.0
3496,culebra & tezel banking ctr branch,9179 GRISSOM ROAD,Bexar,TX,78251.0
3497,nw military and 1604 branch,4095 N LOOP 1604 W,Bexar,TX,78257.0
3498,i-10 & dominion banking cntr branch,22203 WEST IH 10,Bexar,TX,78257.0
3499,evans & stone oak banking ctr branch,815 EVANS ROAD,Bexar,TX,78258.0
3500,evans and 281 branch,20845 US HWY 281 N,Bexar,TX,78258.0
3501,loop 1604 & bulverde bnkg ctr branch,17614 BULVERDE ROAD,Bexar,TX,78259.0
3502,bulverde & evans banking ctr branch,3659 EAST EVANS ROAD,Bexar,TX,78259.0
3503,mcallen neuhaus tower branch,200 SOUTH TENTH STREET,Hidalgo,TX,78501.0
3504,mcallen south mills bnkg ctr branch,920 SOUTH JACKSON ROAD,Hidalgo,TX,78503.0
3505,mcallen north branch,5601 NORTH 10TH STREET,Hidalgo,TX,78504.0
3506,nolana and 29th branch,2724 NOLANA AVE,Hidalgo,TX,78504.0
3507,north brownsville branch,4999 N EXPRESSWAY,Cameron,TX,78520.0
3508,san marcelo branch,1475 RUBEN M. TORRES BOULEVARD,Cameron,TX,78521.0
3509,boca chica branch,2300 BOCA CHICA BOULEVARD,Cameron,TX,78521.0
3510,trenton & mccoll banking ctr branch,4203 SOUTH MCCOLL ROAD,Hidalgo,TX,78539.0
3511,edinburg banking center branch,1801 WEST UNIVERSITY DRIVE,Hidalgo,TX,78539.0
3512,sharyland branch,207 S SHARY RD,Hidalgo,TX,78572.0
3513,buda banking center branch,1569 MAIN STREET,Hays,TX,78610.0
3514,lakeline banking center branch,1485 CYPRESS CREEK ROAD,Williamson,TX,78613.0
3515,vista ridge branch,2600 WHITESTONE BOULEVARD,Williamson,TX,78613.0
3516,cedar park banking center branch,1200 NORTH BELL BOULEVARD,Williamson,TX,78613.0
3517,dripping springs branch,US 290 AND HWY 12,Hays,TX,78620.0
3518,downtown fredericksburg branch,150 EAST MAIN STREET,Gillespie,TX,78624.0
3519,georgetown banking center branch,1027 WEST UNIVERSITY AVENUE,Williamson,TX,78628.0
3520,heb georgetown banking ctr. branch,4500 WILLIAMS DRIVE,Williamson,TX,78633.0
3521,hutto banking center branch,506 HIGHWAY 79,Williamson,TX,78634.0
3522,kyle banking center branch,5401 SOUTH FM 1626,Hays,TX,78640.0
3523,leander banking center branch,"651 NORTH US HIGHWAY 183, BUILDING D",Williamson,TX,78641.0
3524,pfennig & 685 banking center branch,1714 EAST PFENNIG LANE,Travis,TX,78660.0
3525,i35 and hwy 79 branch,1111 NORTH IH 35,Williamson,TX,78664.0
3526,pioneer crossing banking center branch,4600 EAST PALM VALLEY BOULEVARD,Williamson,TX,78664.0
3527,i 35 & university banking center branch,280 UNIVERSITY BOULEVARD,Williamson,TX,78664.0
3528,gattis school banking center branch,"3570 GATTIS SCHOOL ROAD, STE 150",Williamson,TX,78664.0
3529,greenlawn and hwy 45 branch,3207 GREENLAWN BLVD,Williamson,TX,78664.0
3530,i 35 and sam bass branch,920 NORTH INTERSTATE HIGHWAY 35,Williamson,TX,78681.0
3531,heb round rock fsc branch,16900 RURAL ROUTE 620,Williamson,TX,78681.0
3532,la frontera banking center branch,"2711 LA FRONTERA BOULEVARD, SUITE 300",Williamson,TX,78681.0
3533,wyoming springs & rm 620 banking center branch,17450 RM 620,Williamson,TX,78681.0
3534,austin downtown sixth st branch,221 WEST 6TH STREET,Travis,TX,78701.0
3535,austin downtown motorbank branch,504 LAVACA,Travis,TX,78701.0
3536,e 7th st and robert martinez branch,2119 EAST SEVENTH STREET,Travis,TX,78702.0
3537,congress & mary banking center branch,1811 SOUTH CONGRESS AVENUE,Travis,TX,78704.0
3538,university austin branch,1904 GUADALUPE STREET,Travis,TX,78705.0
3539,guadalupe branch,2414 GUADALUPE ST,Travis,TX,78705.0
3540,avery ranch & parmer ln bnkg ctr brh,15004 AVERY RANCH BLVD.,Williamson,TX,78717.0
3541,capital plaza branch,5407 N I H 35,Travis,TX,78723.0
3542,heb four points fsc branch,7301 NORTH FM 620,Travis,TX,78726.0
3543,plaza volente branch,"11521 N FM 620, STE. D",Travis,TX,78726.0
3544,four points bkg. ctr. branch,8111 NORTH FM 620 ROAD,Travis,TX,78726.0
3545,parmer and metric branch,1700 WEST PARMER LANE,Travis,TX,78727.0
3546,parmer mcneil branch,6301 W PARMER LN,Travis,TX,78729.0
3547,fm 2222 & jester banking ctr branch,7300 FM 2222 ROAD,Travis,TX,78730.0
3548,northland mopac branch,3317 NORTHLAND DR,Travis,TX,78731.0
3549,steiner ranch banking center branch,5145 RANCH ROAD 620 N. BUILDING K,Travis,TX,78732.0
3550,lakeway blvd and fm 620 branch,919 RANCH RD 620 S,Travis,TX,78734.0
3551,heb bee cave fsc branch,12400 WEST HIGHWAY 71,Travis,TX,78738.0
3552,bee cave & highway 71 bkg. ctr. branch,12713 SHOPS PARKWAY,Travis,TX,78738.0
3553,heb brodie fsc branch,6900 BRODIE LANE,Travis,TX,78745.0
3554,westgae and william cannon branch,6800 WESTGATE BOULEVARD #111,Travis,TX,78745.0
3555,stassney branch,701 E STASSNEY LANE BLDG J,Travis,TX,78745.0
3556,barton creek branch,2224 WALSH TARLTON LANE,Travis,TX,78746.0
3557,walsh tarlton branch,3267 BEE CAVE ROAD,Travis,TX,78746.0
3558,westlake drive-up branch,3811 BEE CAVE ROAD,Travis,TX,78746.0
3559,bee cave & 360 banking center branch,6200 BEE CAVE ROAD,Travis,TX,78746.0
3560,westlake heb banking center branch,701 SOUTH CAPITAL OF TEXAS HIGHWAY,Travis,TX,78746.0
3561,slaughter and i 35 branch,140 W SLAUGHTER LN,Travis,TX,78748.0
3562,william cannon and mopac branch,6600 S MO PAC EXPY,Travis,TX,78749.0
3563,slaughter and mopac bkg. ctr. branch,5700 WEST SLAUGHTER LANE,Travis,TX,78749.0
3564,slaiughter brodie banking ctr branch,3520 WEST SKAUGHTER LANE,Travis,TX,78749.0
3565,spicewood branch,12858 RESEARCH BOULEVARD HWY 183,Williamson,TX,78750.0
3566,hwy 183 and lake creek branch,13809 RESEARCH BOULEVARD,Williamson,TX,78750.0
3567,northwest motorbank branch,13752 RESEARCH BOULEVARD,Williamson,TX,78750.0
3568,heb hancock fsc branch,1000 EAST 41ST STREET,Travis,TX,78751.0
3569,lamar & 46th banking center branch,4601 NORTH LAMAR BOULEVARD,Travis,TX,78751.0
3570,lincoln village branch,"6406 NORTH I H 35, SUITE 2850",Travis,TX,78752.0
3571,heb parmer fsc branch,500 CANYON RIDGE DRIVE,Travis,TX,78753.0
3572,n lamar and rundberg branch,9901 NORTH LAMAR BOULEVARD,Travis,TX,78753.0
3573,chinatown center branch,"10901 NORTH LAMAR BOULEVARD, SUITE B-1",Travis,TX,78753.0
3574,west anderson branch,2711 WEST ANDERSON LANE,Travis,TX,78757.0
3575,northcross branch,7600 BURNET ROAD,Travis,TX,78757.0
3576,research branch,12222 RESEARCH BOULEVARD,Travis,TX,78759.0
3577,arboretum branch,9739 GREAT HILLS TRAIL,Travis,TX,78759.0
3578,domain branch,11800 DOMAIN DR,Travis,TX,78759.0
3579,amarillo branch,"600 S TYLER STREET, SUITE 100",Potter,TX,79101.0
3580,drive-in branch,700 HARRISON,Potter,TX,79101.0
3581,i-40 bell branch,5805 I-40 WEST,Potter,TX,79106.0
3582,levelland branch,800 EIGHTH STREET,Hockley,TX,79336.0
3583,abilene drive-up branch,280 NORTH WILLIS,Taylor,TX,79601.0
3584,abilene branch,3444 NORTH 1ST STREET,Taylor,TX,79603.0
3585,buffalo gap branch,3250 REBECCA LANE,Taylor,TX,79606.0
3586,drive-in facility branch,2301 WEST MISSOURI STREET,Midland,TX,79701.0
3587,midland wall street branch,500 WEST WALL STREET,Midland,TX,79701.0
3588,courtyard branch,3209 COURTYARD,Midland,TX,79705.0
3589,drive-in facility branch,3800 EAST 42ND STREET,Ector,TX,79760.0
3590,odessa branch,3800 EAST 42ND STREET,Ector,TX,79762.0
3591,odessa westside branch,1607 NORTH COUNTY ROAD WEST,Ector,TX,79763.0
3592,el paso - downtown branch,501 NORTH MESA STREET,El Paso,TX,79901.0
3593,first state branch,2829 MONTANA AVENUE,El Paso,TX,79903.0
3594,chamizal branch,5760 ALAMEDA,El Paso,TX,79905.0
3595,el paso - west branch,7598 NORTH MESA,El Paso,TX,79912.0
3596,coronado branch,135 SHADOW MOUNTAIN DRIVE,El Paso,TX,79912.0
3597,northgate branch,5209 WREN AVENUE,El Paso,TX,79924.0
3598,el paso - east branch,1533 LEE TREVINO DRIVE,El Paso,TX,79936.0
3599,desert vista branch,11391 MONTWOOD DRIVE,El Paso,TX,79936.0
3600,montwood and loop 375 branch,1890 JOE BATTLE BLVD,El Paso,TX,79936.0
3601,montana & lool 375 banking center branch,12244 MONTANA AVENUE,El Paso,TX,79938.0
3602,arvada plaza branch,9611 WEST 58TH STREET,Jefferson,CO,80002.0
3603,wadsworth & 52nd banking ctr branch,5250 WADSWORTH BYPASS,Jefferson,CO,80002.0
3604,sheridan and 64th branch,6335 SHERIDAN BOULEVARD,Jefferson,CO,80003.0
3605,sheridan and 80th branch,8155 SHERIDAN BOULEVARD,Jefferson,CO,80003.0
3606,arvada branch,8015 KIPLING ST,Jefferson,CO,80005.0
3607,wadsworth and 88th branch,7605 WEST 88TH AVENUE,Jefferson,CO,80005.0
3608,colfax and sable branch,"14601 E COLFAX AVE, UNIT A",Adams,CO,80011.0
3609,buckingham village branch,1627 S. HAVANA STREET,Arapahoe,CO,80012.0
3610,seven hills tower branch,3501 SOUTH TOWER ROAD,Arapahoe,CO,80013.0
3611,iliff and chambers branch,15300 E ILIFF AVE,Arapahoe,CO,80013.0
3612,piney creek branch,5800 SOUTH PARKER ROAD,Arapahoe,CO,80015.0
3613,quincy & buckley banking ctr branch,16750 EAST QUINCY AVENUE,Arapahoe,CO,80015.0
3614,saddle rock branch,22860 EAST SMOKY HILL ROAD,Arapahoe,CO,80016.0
3615,heritage eagle bend bkg. ctr. branch,7495 SOUTH GARTRELL ROAD,Arapahoe,CO,80016.0
3616,mississippi and buckley branch,1101 S BUCKLEY,Arapahoe,CO,80017.0
3617,vrain and 120th branch,4580 W 121ST AVE,Broomfield,CO,80020.0
3618,church ranch banking center branch,10414 TOWN CENTER DRIVE,Jefferson,CO,80021.0
3619,i 25 and 136th branch,13620 ORCHARD PARKWAY,Broomfield,CO,80023.0
3620,lafayette branch,200 NORTH PUBLIC ROAD,Boulder,CO,80026.0
3621,arapahoe & 95th banking center branch,1426 NORTH 95TH STREET,Boulder,CO,80026.0
3622,louisville colorado branch,833 MAIN STREET,Boulder,CO,80027.0
3623,mccaslin branch,578 SOUTH MCCASLIN BOULEVARD,Boulder,CO,80027.0
3624,westminster branch,7301 NORTH FEDERAL BOULEVARD,Adams,CO,80030.0
3625,north park banking center branch,3093 WEST 104TH AVENUE,Adams,CO,80031.0
3626,wheat ridge marketplace branch,7405 WEST 38TH AVENUE,Jefferson,CO,80033.0
3627,milestone center branch,4773 MILESTONE LN,Douglas,CO,80104.0
3628,englewood hampden branch,333 WEST HAMPDEN AVENUE,Arapahoe,CO,80110.0
3629,denver tech center branch,4968 SOUTH YOSEMITE STREET,Arapahoe,CO,80111.0
3630,county line branch,8283 SOUTH QUEBEC STREET,Arapahoe,CO,80112.0
3631,centennial banking center branch,11277 EAST ARAPAHOE ROAD,Arapahoe,CO,80112.0
3632,lincoln blvd and peoria branch,12820 LYNNFIELD DR,Douglas,CO,80112.0
3633,arapahoe and yosemite branch,8501 E ARAPAHOE RD,Arapahoe,CO,80112.0
3634,kent place banking center branch,3435 SOUTH UNIVERSITY BOULEVARD,Arapahoe,CO,80113.0
3635,littleton branch,5734 SOUTH PRINCE STREET,Arapahoe,CO,80120.0
3636,easter and university branch,6900 SOUTH UNIVERSITY BLVD,Arapahoe,CO,80122.0
3637,coal mine & kipling banking center branch,9859 WEST COAL MINE AVENUE,Jefferson,CO,80123.0
3638,wadsworth & belleview banking center branch,5076 SOUTH WADSWORTH WAY,Jefferson,CO,80123.0
3639,waterton canyon banking ctr. branch,8369 NORTH RAMPART RANGE ROAD,Douglas,CO,80125.0
3640,highlands ranch branch,9350 SOUTH COLORADO BLVD,Douglas,CO,80126.0
3641,west meadows banking center branch,13184 WEST IDA AVENUE,Jefferson,CO,80127.0
3642,ken caryl branch,9855 WEST REMINGTON PLACE,Jefferson,CO,80128.0
3643,highlands ranch pkwy and lucent branch,1605 MAYBERRY DR,Douglas,CO,80129.0
3644,stonegate banking center branch,10005 SOUTH JORDAN ROAD,Douglas,CO,80134.0
3645,stroh ranch banking center branch,13151 SOUTH PARKER ROAD,Douglas,CO,80134.0
3646,denver bank one branch,1125 17TH STREET,Denver,CO,80202.0
3647,wynkoop and 16th branch,1760 16TH ST,Denver,CO,80202.0
3648,colorado branch,"370 17TH STREET, FLOOR 32",Denver,CO,80202.0
3649,northeast branch,3300 COLORADO BOULEVARD,Denver,CO,80205.0
3650,cherry creek banking center branch,100 DETROIT STREET,Denver,CO,80206.0
3651,broadway & alameda albertson branch,323 SOUTH BROADWAY,Denver,CO,80209.0
3652,university and evans branch,2040 SOUTH UNIVERSITY BOULEVARD,Denver,CO,80210.0
3653,federal and speer branch,"2986 N SPEER BLVD, UNIT 1",Denver,CO,80211.0
3654,edgewater marketplace branch,1705 SHERIDAN BLVD,Jefferson,CO,80214.0
3655,colfax & garrison banking center branch,9210 WEST COLFAX AVENUE,Jefferson,CO,80215.0
3656,firehouse square branch,"1038 E 6TH AVE, UNIT A",Denver,CO,80218.0
3657,federal and evans branch,2980 W EVANS AVE,Denver,CO,80219.0
3658,mayfair plaza branch,"6160 E COLFAX AVE, UNIT 3",Denver,CO,80220.0
3659,university hills branch,2696 SOUTH COLORADO BOULEVARD,Denver,CO,80222.0
3660,denver villa monac0 branch,"2251 S MONACO PKWY, STE 102",Denver,CO,80222.0
3661,colorado and iowa branch,1629 SOUTH COLORADO BOULEVARD,Denver,CO,80222.0
3662,hampden and tamarac branch,7293 E HAMPDEN AVE,Denver,CO,80224.0
3663,alameda branch,5500 WEST ALAMEDA AVENUE,Jefferson,CO,80226.0
3664,green mountain banking center branch,12860 WEST ALAMEDA PARKWAY,Jefferson,CO,80228.0
3665,washington thornton branch,695 THORNTON PKWY,Adams,CO,80229.0
3666,washington and 12oth albertsons brh,500 EAST 120TH AVENUE,Adams,CO,80233.0
3667,colorado & 104th banking ctr branch,10404 COLORADO BOULEVARD,Adams,CO,80233.0
3668,broomfield branch,2371 W 128TH AVENUE,Adams,CO,80234.0
3669,belcaro center branch,747 S COLORADO BLVD,Denver,CO,80246.0
3670,green valley ranch banking ctr. branch,4791 TOWER ROAD,Denver,CO,80249.0
3671,gunbarrel branch,6300 GUNPARK DRIVE,Boulder,CO,80301.0
3672,iris and 28th st branch,"3325 28TH ST, UNIT 4",Boulder,CO,80301.0
3673,pearl & 30th banking center,2950 PEARL STREET,Boulder,CO,80301.0
3674,arapahoe branch,2500 ARAPAHOE AVENUE,Boulder,CO,80302.0
3675,boulder downtown banking branch,1301 CANYON BOULEVARD,Boulder,CO,80302.0
3676,the hill banking center,1310 COLLEGE AVENUE,Boulder,CO,80302.0
3677,table mesa branch,603 SOUTH BROADWAY,Boulder,CO,80305.0
3678,denver west banking center branch,14417 WEST COLFAX AVENUE,Jefferson,CO,80401.0
3679,golden town center branch,17207 S GOLDEN RD,Jefferson,CO,80401.0
3680,bergen park banking center branch,1254 BERGEN PARKWAY,Jefferson,CO,80439.0
3681,longmont branch,1111 SOUTH HOVER,Boulder,CO,80501.0
3682,main and 119 branch,390 KEN PRATT BLVD,Boulder,CO,80501.0
3683,north longmont banking center branch,2614 MAIN STREET,Boulder,CO,80504.0
3684,firestone banking center,11040 COLORADO BOULEVARD,Weld,CO,80504.0
3685,fort collins - mulberry & lemay brh,"1275 E. MAGNOLIA ST, STE J",Larimer,CO,80524.0
3686,willcox & college banking ctr branch,1864 NORTH COLLEGE AVENUE,Larimer,CO,80524.0
3687,fort collins branch,2000 SOUTH COLLEGE AVENUE,Larimer,CO,80525.0
3688,ft. collins south banking center branch,4603 BOARDWALK DRIVE,Larimer,CO,80525.0
3689,timberline & custer bnkg ctr branch,2804 SOUTH TIMERLINE RD,Larimer,CO,80525.0
3690,harmony and corbett branch,2820 E HARMONY RD,Larimer,CO,80528.0
3691,loveland branch,200 EAST 7TH STREET,Larimer,CO,80537.0
3692,loveland motorbank branch,975 NORTH LINCOLN AVENUE,Larimer,CO,80537.0
3693,westlake loveland branch,1905 WEST EISENHOWER BOULEVARD,Larimer,CO,80537.0
3694,taft & 14th banking center branch,1375 EAGLE DRIVE,Larimer,CO,80537.0
3695,garfield & 65th banking ctr branch,160 WEST 65TH STREET,Larimer,CO,80538.0
3696,windsor branch,1595 MAIN ST,Weld,CO,80550.0
3697,bromley and 4th branch,411 EAST BROMLEY LANE,Adams,CO,80601.0
3698,colorado & 136th banking ctr branch,13781 COLORADO BLVD.,Adams,CO,80602.0
3699,greeley downtown branch,822 7TH STREET,Weld,CO,80631.0
3700,west greeley branch,2600 WEST TENTH STREET,Weld,CO,80631.0
3701,greeley commons banking ctr. branch,4719 WEST 29TH STREET,Weld,CO,80634.0
3702,mesa ridge & fountain mesa banking center branch,7780 FOUNTAIN MESA ROAD,El Paso,CO,80817.0
3703,manitou springs convenience branch,484 MANITOU AVENUE,El Paso,CO,80829.0
3704,meridian & woodman bnking ctr branch,11555 MERIDIAN MARKET VIEW,El Paso,CO,80831.0
3705,uptown colorado springs branch,402 NORTH TEJON STREET,El Paso,CO,80903.0
3706,cheyenne banking center branch,1783 EAST CHEYENNE MOUNTAIN ROAD,El Paso,CO,80906.0
3707,centennial fillmore bnkg ctr branch,3306 CENTENNIAL BLVD.,El Paso,CO,80907.0
3708,austin bluffs branch,4190 AUSTIN BLUFFS PARKWAY,El Paso,CO,80918.0
3709,academy & montebello bnkg ctr branch,2550 MONTEBELLO DRIVE WEST,El Paso,CO,80918.0
3710,garden of the gods albertsons branch,4405 CENTENNIAL BOULEVARD,El Paso,CO,80919.0
3711,briargate albertons branch,8750 NORTH UNION BOULEVARD,El Paso,CO,80920.0
3712,woodmen valley banking center branch,7190 NORTH ACADEMY BOULEVARD,El Paso,CO,80920.0
3713,baptist rd and i 25 branch,785 W BAPTIST RD,El Paso,CO,80921.0
3714,springs ranch branch,3750 BLOOMINGTON STREET,El Paso,CO,80922.0
3715,norwood banking center branch,7390 DURYEA DRIVE,El Paso,CO,80923.0
3716,pocatello branch,800 YELLOWSTONE AVE,Bannock,ID,83201.0
3717,twin falls fred meyer branch,"705 BLUE LAKES BOULEVARD NORTH, SUITE G",Twin Falls,ID,83301.0
3718,idaho falls fred meyer branch,"1555 NORTHGATE MILE, SUITE A",Bonneville,ID,83401.0
3719,idaho falls - ammon branch,1711 S 25TH EAST,Bonneville,ID,83406.0
3720,caldwell branch,1018 BLAINE ST,Canyon,ID,83605.0
3721,eagle financial center branch,468 S. RIVERSHORE LANE,Ada,ID,83616.0
3722,meridian branch,1850 EAST FAIRVIEW AVENUE,Ada,ID,83642.0
3723,eagle island fred meyer branch,1400 WEST CHINDEN BOULEVARD,Ada,ID,83646.0
3724,mountain home branch,290 NORTH SECOND AVE EAST,Elmore,ID,83647.0
3725,nampa branch,50 SECOND STREET SOUTH,Canyon,ID,83651.0
3726,capitol plaza branch,175 NORTH CAPITOL,Ada,ID,83702.0
3727,boise state st financial ctr branch,3550 WEST STATE STREET,Ada,ID,83703.0
3728,boise towne square branch,373 NORTH MILWAUKEE STREET,Ada,ID,83704.0
3729,boise-franklin financial center branch,5120 W FRANKLIN ROAD,Ada,ID,83705.0
3730,eastgate financial center branch,2423 APPLE STREET,Ada,ID,83706.0
3731,five mile fred meyer branch,"10751 WEST OVERLAND ROAD, #D",Ada,ID,83709.0
3732,glenwood fred meyer branch,5425 CHINDEN BOULEVARD,Ada,ID,83714.0
3733,columbia marketplace branch,6490 S. FEDERAL WAY,Ada,ID,83716.0
3734,coeur d alene fred meyer branch,"560 WEST KATHLEEN AVENUE, SUITE A",Kootenai,ID,83815.0
3735,moscow branch,1790 WEST PULLMAN ROAD,Latah,ID,83843.0
3736,bountiful branch,510 SOUTH 200 WEST,Davis,UT,84010.0
3737,draper banking center branch,1462 EAST DRAPER PARKWAY,Salt Lake,UT,84020.0
3738,draper crossing branch,252 EAST 12300 SOUTH,Salt Lake,UT,84020.0
3739,bangerter crossing branch,145 E 13800 S,Salt Lake,UT,84020.0
3740,farmington station park banking center branch,100 NORTH STATION PKWY,Davis,UT,84025.0
3741,heber branch,1225 SOUTH 300 WEST,Wasatch,UT,84032.0
3742,north layton branch,1376 E HWY 193,Davis,UT,84040.0
3743,layton branch,1275 NORTH HILLFIELD ROAD,Davis,UT,84041.0
3744,lindon branch,579 N STATE ST,Utah,UT,84042.0
3745,american fork banking center branch,1454 EAST MAIN STREET,Utah,UT,84043.0
