product_id,product_name,product_description
17036,ARTICULOS DE FERRETERIA,CERDA DE COPA TRENZADA DE LA MARCA TOOLCRAFT CON MODELO TC1278 CON PRESENTACION DE BLISTER
17037,SIN ESPECIFICAR,CINCHO SUJETACABLESDE COLOR CON PRESENTACION DE BLISTER
17038,LAMPARAS,LAMPARA FLOURESECENTE DE LA MARCA ARGOS CON MODELO 8900200 CON PRESENTACION DE CAJA DE CARTON
17039,PANTALON,PANTALON DE BISK CON MODELO CON PRESENTACION DE GANCHO
17040,JOYERIA,ANILLO SOLITARIO DE LA MARCA EL COFRE SIN MODELO CON PRESENTACION SOLA
17041,ROPA,SACO DE LA MARCA DIVA CON MODELO 8823 CON PRESENTACION DE GANCHO
17042,PRODUCTOS LACTEOS,queso estilo oaxaca de la marca la villita con presentacion de blister
17043,PRODUCTOS ALIMENTICIOS,SALCHICHA DE PAVO DE LA MARCA SAN RAFAEL CON PRESENTACION DE BLISTER
17044,PRODUCTOS ALIMENTICIOS,SALCHICHA PARA ASAR DE LA MARCA PONDEROSA DE MODELO ASA CON PRESENTACION DE BOLSA DE 800 GRAMOS
17045,PRODUCTOS ALIMENTICIOS,SALCHICHA PARA ASAR DE MODELO VIENA DE LA MARCA KIR
17046,SOPA DE PASTA,SOPA NISSIN CON PRESENTACION DE VASO DE PLASTICO
17047,ROPA CABALLERO,CAMISA PARA CABALLERO DE LA MARCA XOOS CON MODELO CAS6013 CON PRESENTACION DE GANCHO
17048,JOYERIA,ANILLO PARA CABALLERO DE 10 KILOGRAMOS
17049,SIN ESPECIFICAR,FIERRO PARA RIESO DE LA MARCA TIMCO
17050,SIN ESPECIFICAR,GORRO PLASTICO DE LA MARCA CAROL CON MODELO 06/ 005 CON PRESENTACION DE BOLSA DE PLASTICO
17051,ROPA,BLUSA PARA DAMA DE LA MARCA INFARTO MODA CON MODELO MEDIANA CON PRESENTACION DE GANCHO DE PLASTICO
17052,PANTALON,PANTALON PARA DAMA DE LA MARCA INFARTO MODA CON MODELO GRANDE CON PRESENTACION DE GANCHO
17053,ROPA,FALDA PARA DAMA DE LA MARCA SIRIDIANA CON PRESENTACION DE GANCHO
17054,ZAPATOS,ZAPATILLA PARA NIÑO DE LA MARCA CLEO CON MODELO 94 CON PRESENTACION DE CAJA DE CARTON
17055,ZAPATOS,ZAPATO PARA NIÑA DE LA MARCA CHABELO CON MODELO  MINI CON PRESENTACION DE CAJA DE CARTON
17056,JOYERIA,CADENA PARA CABALLERO DE LA MARCA VILLALANDO DE MODELO CARTIER 3X 1CON PRESENTACION DE CAJA DE CARTON
17057,EQUIPO DE PROTECCION,CINTOA TRANSPARENTE DE 2 X 150  DE LA MARCA INTER TAPE DE MODELO 5135 CON PRESENTACION EN CAJA DE CARTON
17058,BLANCOS PARA EL HOGAR,COBIJA TEXTIL PARA MASCOTA DE LA MARCA 212000 SIN MODELO CON PRESENTACION INDIVIDUAL
17059,REFACCIONES,PVC EMPAQUE PARA REFRIGERADOR DE LA MARCA DIGA DE MODELO 731 CON PRESENTACION EN CAJA DE CARTON 1000 PIEZAS
17060,SIN ESPECIFICAR,NO SE ESPECIFICA EN EL EMPAQUE QUE PRODUCTO ES DE LA MARCA EMERSON HANGZHOU CON MODELO 30CH56140 CON PRESENTACION DE CAJA DE CARTON
17061,FRIJOLES,FRIJOLES MOLIDOS DE LA MARCA LA SIERRA SIN MODELO CON PRESENTACION EN LATA DE 440 GRAMOS
17062,PURE DE TOMATE,PURE DE TOMATE CONDIMENTADO DE LA MARCA DEL FUERTE SIN MODELO CON PRESENTACION EN TETRAPACK DE 210 GRAMOS
17063,FRITURAS Y BOTANAS,BOTANA DE LA MARCA TRES MIX DE 250 GRAMOS
17064,ARTICULOS DE FERRETERIA,TAPAS PARA CONTACTO SIN MARCA CON PRESENTACION DE BOLSA DE CELOFAN
17065,ARTICULOS DE FERRETERIA,AGUARRAS SIN MARCA CON PRESENTACION DE BOTELLA DEB PLASTICO TRANSPARENTE CARECE DE CONTENIDO NETO
17066,ARTICULOS DE FERRETERIA,PETROLEO SIN MARCA CON PRESENTACION DE BOTELLA DE PLASTICO
17067,ARTICULOS DE FERRETERIA,THINER SIN MARCA CON PRESENTACION DE BOTELLA DE PLASTICO
17068,ARTICULOS DE FERRETERIA,RESISTOL Y/O PEGAMENTO DE COLOR BLANCO Y AMARILLO SIN MARCA CON PRESENTACION DE BOTELLA DE PLASTICO TRANSPARENTE
17069,ARTICULOS DESECHABLES,VASO TERMICO DESECHABLE DE LA MARCA CONVERMEX DE MODELO 1602 CON PRESENTACION BOLSA DE PLASTICO
17070,DULCES Y GOLOSINAS,DULCE DE LECHE COM CACAHUATE CUBIERTO DE CHOCOLATE DE LA MARCA DE LA ROSA DE MODELO MGS CON PRESENTACION EN CAJA DE CARTON CON 12 PIEZAS CADA UNA
17071,JOYERIA,CADENA DE PLATA SIN MARCA DE VARIOS MODELOS
17072,MUEBLES PARA OFICINA,SILLA SECRETARIAL DE LA MARCA PERFECTO DE MODLEO 551020PRESENTACION CAJA CARTON
17073,MUEBLES PARA OFICINA,SILLA DE ESPERA DE LA MARCA PERFECTO DE MODELO SE1220 CON PRESENTACION CAJA CARTON
17074,SIN ESPECIFICAR,cuaderno de raya 80 hojas la estrella sin modelo
17075,ARROZ,ARROZ DE LA MARCA TEMMY SIN MODELO CON PRESENTACION EN BOLSA DE PLASTICO
17076,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,TOSTADAS DE LA MARCA TOSTITA SIN MODELO CON PRESENTACION EN BOLSA DE PLASTICO
17077,FRITURAS Y BOTANAS,FRITURA DE HARINA DE LA MARCA PRISPAS SIN MODELO CON PRESENTACION BOLSA METALICA
17078,CHOCOLATE,CHOCOLATES DE LA MARCA M&S'S SIN MODELO CON PRESENTACION EN BOLSA
17079,ROPA,CAMISA DE LA MARCA REDIGAR SIN MODELO CON PRESENTACION EN BOLSA DE PLASTICO
17080,ZAPATOS,BOTA DE LA MARCA VALLEN SIN MODELO CON PRESENTACION CAJA CARTON
17081,ROPA,CONJUNTO DE LA MARCA VALLEN SIN MODELO CON PRESENTACION SOLO
17082,ROPA,BLUSA PARA DAMA DE LA MARCA PECLOTHING SIN MODELO CON PRESENTACION EN GANCHO.
17083,ROPA,BLUSA PARA DAMA DE LA MARCAJUNIOR DE MODELO PWA CON PRESENTACION EN GANCHO.
17084,ZAPATOS,ZAPATOS PARA DAMA DE LA MARCA MAMISS SIN MODELO CON PRESENTACION EN CAJA DE CARTON
17085,ROPA,BLUSA PARA DAMA DE LA MARCA SEXY COOL DE MODELO 801 CON PRESENTACION EN GANCHO.
17086,ARTICULOS DE BELLEZA,PLANCHA PARA PELO DE LA MARCA VEZIA DE MODELO V23 CON PRESENTACION EN CAJA
17087,ARTICULOS DE BELLEZA,ADICTIVO DE COLOR DE LA AMRCA NUTRUPAL DE MODELO COLOR CON PRESENTACION CAJA
17088,ARTICULOS DE BELLEZA,CORA PARA EL CABELLO DE LA MARCA S&D SIN MODELO CON PRESENTACION EN ESTUCHE
17089,SIN ESPECIFICAR,BARITAS DE BAMBU DIFUSORAS DE LA MARCA MAROMA CON MODELO 1780
17090,SIN ESPECIFICAR,KEY LAVALOZA DE LA MARCA KEY CON MODELO 6303 CON PRESENTACION DE BOTE DE 4 LITROS
17091,ARTICULOS  DE LIMPIEZA,KEY AEROSAN DE LA MARCA KEY CON MODELO 2897 CON BOTE 1 LITRO
17092,CHOCOLATE,chocolate relleno de cacahuate de la marca snickers con modelo snack con presentacion de caja de carton
17093,SIN ESPECIFICAR,ROLLO DE GUAYABA DE  LA MARCA LAS DELICIAS CON PRESENTACION DE CAJA DE CARTON
17094,REFACCIONES,INYECTOR DE GRASA DE LA MARCA TRUPER CON MODELO GAS - 13 CON PRESENTACION DE CAJA ED CARTON
17095,SIN ESPECIFICAR,CALIBRADOR PARA NEUMATICOS DE LA MARCA TRUPER CON MODELO MEA - 150 X CON PRESENTACION DE BLISTER
17096,CHOCOLATE,BARRA DE CHOCOLATE DE MARS DE MODELO MILKYWEY CON PRESENTACION EN BOLSA CON 6 PIEZAS
17097,CHOCOLATE,COFFEE DE LECHE Y CACAHUATE DE LA MARCA DE LA ROSA SIN MODELO CON PRESENTACIONEN CAJA CON 12 PIEZAS
17098,ROPA,BLUSA PARA DAMA DE LA MARCA EME STYLE DE MODELO VARIOS CON PRESENTACION EN GANCHO
17099,ACCESORIOS PARA DAMA,ESTOLA FEMENINA DE LA MARCA LOBET DE VARIOS MODELOS CON PRESENTACION EN GANCHO.
17100,SIN ESPECIFICAR,PLANTILLA DE LA MARCA AETREX CON PRESENTACION DE CAJA DE CARTON
17101,ROPA,VESTIDO PARA DAMA DE LA MARCA ROCA DE VARIOS MODELOS CON PRESENTACION DE UNA PIEZA
17102,REFACCIONES,INTERMOTOR TERMOMAGNETICO DE LA MARCA SHHANDER DE VARIOS MODELOS CON PRESENTACION DE UNA PIEZA
17103,REFACCIONES,TOMA CORRIENTE SIMPLE DE LA MARCA HARROE HAIT DE VARIOS MODELOS CON PRESENTACION DE UNA PIEZA
17104,ROPA,BLUSA PARA DAMA DE LA MARCA VANESSA DE VARIOS MODELOS CON PRESENTACION DE UN APIEZA
17105,ROPA,PANTALON DE MEZCLILLA DE LA MARCA VANESSA DE VARIOS MODELOS DE UNA PIEZA
17106,ROPA,BLUSA PARA DAMA DE LA MARCA BRENSKA DE VARIOS MODELOS CON PRESENTACION DE UNA PIEZA
17107,ROPA CABALLERO,SHORT PARA DAMA DE LA MARCA GLASSY DE VARIOS MODELOS CON PRESENTACION DE UNA PIEZA NO CUMPLE CON LA NORMA OFICIAL MEXICANA
17108,ROPA CABALLERO,PLAYERA PARA CABALLERO DE LA MARCA OLIPUS CON PRESENTACION EN GANCHO.
17109,ZAPATOS,TENIS PARA CABALLERO DE LA MARCA CROWN CON MODELO 17312 CON PRESENTACION DE CAJA DE CARTON
17110,ZAPATOS,ZAPATO PARA DAMA DE LA MARCA SAYRA CON MODELO 1100
17111,ZAPATOS,ZAPATO PARA CABALLERO DE LA MARCA H2O CON MODELO 1060
17112,ACCESORIOS PARA AUTOS,AUTO ESTEREO DE LA MARCA MEGAFIRE CON MODELO ME36 CON PRESENTACION DE CAJA DE CARTON
17113,TELEFONOS CELULARES,PROTECTOR DE TABLET SIN MODELO CON PRESENTACION DE BOLSA DE PLASTICA
17114,JOYERIA,ANILLO SOLITARIO DE LA MARCA SOFIA SIN MODELO CON PRESENTACION SOLA
17115,ARTICULOS DE BELLEZA,DEDOS DE PRACTICA EN UÑA CON CAJA DE CARTON CON MODELO 5055
17116,ROPA,BLUSA DE LA MARCA MITTO DE MODELO 9399 CON PRESENTACION DE GANCHO
17117,UTENSILIOS  DE COCINA,PALAS DE COCINAS DE LA MARCA STAR PRICE SIN MODELO CON PRESENTACION DE BOLSA DE PLASTICO
17118,BOMBAS DE AGUA,BOMBA DE AGUA DE LAMARCA BRUCK CON PRESENTACION DE CAJA DE CARTON
17119,ACCESORIOS PARA AUTOS,BOCINA DE AUTO DE LA MARCA AUDIO BAM CON MODELO A562M CON PRESENTACION DE CAJA
17120,SIN ESPECIFICAR,MARCO PARA ESTEREO DE LA MITZI CON PRESENTACION DE BOLSA
17121,ACCESORIOS PARA AUTOS,FARO HALOGENO DE LA MARCA HOGAN CON PRESENTACION DE CAJA
17122,DULCES Y GOLOSINAS,PALETA DE CARAMELO DE LA MARCA CP PRODUCTS SIN MODELO CON PRESENTACION DE BOLSA PLASTICA
17123,SIN ESPECIFICAR,PEGAMENTO INSTANTANEO DE LA MARCA KRAZY KOLA LOCA SIN MODELO CON PRESENTACION DE CAJA DE CARTON
17124,ARTICULOS  DE LIMPIEZA,LUSTRADOR DE MUEBLESD DE LA MARCA PLEGE SIN MODELO CON PRESENTACION EN ENVASE
17125,ZAPATOS,TENISA PARA NIÑO DE LA MARCA DUST BREAKERS SIN MODELO CON PRESENTACION DE CAJA DE CARTON
17126,ARTICULOS ESCOLARES,TIJERA ESCOLAR DE LA MARCA DIETRIX CON MODELO 7233B CON PRESENTACION DE BLISTER
17127,ARTICULOS ESCOLARES,BOTE DE DIAMANTINA VARIOS COLORES SIN MARCA SIN MODELO NO CUMPLE CON LA NORMA OFIACIAL MEXICANA
17128,ARTICULOS DESECHABLES,VASO DESECHABLE NO.  10 DE LA MARCA CONVAMEX DE MODELO NO. 10 CON PRESENTACION BOLSA CON 25 PIEZAS
17129,ARTICULOS DESECHABLES,CUCHARA SOPERA DE LA MARCA GARDUÑO SIN MODELO CON PRESENTACION BOLSA CON 25 PIEZAS
17130,ARTICULOS DEPORTIVOS,JUEGO DE PESCA DE LA MARCA FISHING DE MODELO TY2877 CON PRESENTACION BLISTER
17131,ARTICULOS ESCOLARES,CALCULADORA DE LA MARCA GADYS DE MODELO GD8828B CON PRESENTACION EN CAJA DE CARTON
17132,MATERIALES P/CONSTRUCCION,INODORO PARA BAÑO DE LA MARCA VITROMEX CON PRESENTACION INDIVIDUAL
17133,MATERIALES P/CONSTRUCCION,PISO (VITRO PISO) DE LA MARCA VITROMEX CON PRESENTACION CAJA CON 11 PIEZAS
17134,ZAPATOS,CALZADO PARA DAMA DE LA MARCA RAMIRO OLIVARES DE MODELO 4352 CON PRESENTACION EN CAJA DE CARTON PAR
17135,ZAPATOS,CALZADO PARA DAMA DE LA MARCA RAMIRO OLIVARES DE MODELO 9850 CON PRESENTACION EN CAJA DE CARTON PAR
17136,ROPA CABALLERO,PLAYERA PARA CABALLERO DE LA MARCA SLL TACTICAL CON PRESENTACION EN GANCHO.
17137,ROPA,PANTALON TACTICO DE LA MARCA CONDOR CON PRESENTACION EN GANCHO
17138,ARTICULOS DE BELLEZA,PESTAÑA POSTIZA DE LA MARCA CAROL DE VARIOS MODELOS CON PRESENTACION DE BLISTER
17139,ARTICULOS DE BELLEZA,DECORADO DE UÑAS DE LA MARCA LOFTY NAILS DE VARIOS MODELOS CON PRESENTACION  BLISTER
17140,DULCES Y GOLOSINAS,GOMA DE MASCAR LA IMPERIAL CON PRESENTACION EN BULTO DE 300 GRAMOS
17141,DULCES Y GOLOSINAS,PALETA DE CARAMELO DE LA MARCA CANDY POP CON PRESENTACION EN BOLSA DE 40 PIEZAS
17142,ROPA INFANTIL,JUEGO DE PANS PARA NIÑO DE LA MARCA FRITZI DE VARIOS MODELOS CON PRESENTACION 2 PIEZAS
17143,ARTICULOS ESCOLARES,PEGAMENTO INSTANTANEO DE LA MARCA KOLA LOKA CON PRESENTACION 1 PIEZA
17144,ARTICULOS DE BELLEZA,POLVO DE MAQUILLAJE DE LA MARCA BISSU DE VARIOS MODELOS CON PRESENTACION DE UNA PIEZA
17145,ARTICULOS DE BELLEZA,APLICADOR DE MAQUILLAJE DE LA MARCA PACHS DE VARIOS MODELOS CON PRESENTACION DE BLISTER
17146,ARTICULOS DE BELLEZA,ESPEJO DE LA MARCA AMOUR CON PRESENTACION EN BOLSA
17147,ARTICULOS DE BELLEZA,PINZA DE PALO NO OSTENTA CON PRESENTACION EN BLISTER
17148,TEXTILES,TELA DE ALFOMBRA DE LA MARCA SKY RIG CON PRESENTACION EN ROLLO
17149,ACCESORIOS DE VESTIR,GUANTES PARA FRIO DE LA MARCA GLOVES CON PRESENTACION EN GANCHO
17150,ZAPATOS,ZAPATOS CABALLERO DE LA MARCA ROYAL SIN MODELO CON RESENTACION EN CAJA DE CARTON
17151,HERRAMIENTAS,COPIA DE PVC DE LA MARCA DORA SIN MODELO CON PRESENTACION DE BOLSA PLASTICA
17152,ARTICULOS DE FERRETERIA,CERRADURA DE PEROLLA DE LA MARCA DELUYE DE MODELO 6279 CON PRESENTACION EN CAJA DE CARTON
17153,ARTICULOS DE FERRETERIA,LAMPARA DE AUTOBALASTRADE 25 W LUZ BLANCA DE LA MARCA ARGOS DE MODELO 8900220 CON PRESENTACION EN CAJA DE CARTON
17154,ARTICULOS DE FERRETERIA,CAPUCHA ROSCABLE AISLADO AZUL DE LA MARCA ARGOS DE MODELO AE00015
17155,HERRAMIENTAS,LIJADORA DE 1/4 DE HOJA DE LA MARCA BLACH & DECKER DE MODELO 55200 CON PRESENTACION EN CAJA DE CARTON
17156,HERRAMIENTAS,JUEGO DE DESTORNILLADORES DE LA MARCA CRESCENT DE MODELO HC66851 CON PRESENTACION EN CAJA DE CARTON
17157,ROPA,CHAMARRA PARA DAMA DE LA MARCA USTED BY
17158,APARATOS ELECTRICOS,INTERRUPTOR DE LUZ DE LA MARCA AUTOMOTIVE DE MODELO B004 CON PRESENTACION EN CAJA DE CARTON
17159,ACCESORIOS PARA AUTOS,LUZ DE IDENTIFICACION DE LA MARCA HELLA DE MODELO 709 CON PRESENTACION EN CAJA DE CARTON
17160,ACCESORIOS PARA AUTOS,BALATAS DE LA MARCA BOSCH DE MODELO 60155 CON PRESENTACION EN CAJA DE CARTON
17161,HERRAMIENTAS,TALADRO DE LA MARCA DE WALT DE MODELO DWJ085 CON PRESENTACION EN CAJA DE CARTON
17162,HERRAMIENTAS,JUEGO DE LLAVES PARA REGADERA DE LA MARCA RUGO DE MODELO F1639-1 CON PRESENTACION EN CAJA DE CARTON
17163,ARTICULOS ESCOLARES,GRAPA PARA GRAPADORA DE LA MARCA FIFA DE MODELO 2616 CON PRESENTACION EN CAJA DE CARTON CON 5000 GRAPAS
17164,ARTICULOS DE FERRETERIA,PAQUETE DE 4 CANDADOS DE LA MARCA DEXTER DE MODELO 6934 CON PRESENTACION EN BLISTER
17165,ACCESORIOS ELECTRONICOS,TRIPIE PARA CAMARA DE LA MARCA YANTA DE MODELO 7294 CON PRESENTACION INDIVIDUAL
17166,ACCESORIOS ELECTRONICOS,FLASH ELECTRONICO DE LA MARCA TRIVER DE MODELO SL573C CON PRESENTACION EN CAJA
17167,ACCESORIOS ELECTRICOS,EDROID
17168,ACCESORIOS ELECTRICOS,CAJA DE CARTON
17169,SIN ESPECIFICAR,LUUTEC CON PRESENTACION DE CAJA DE CARTON
17170,APARATOS ELECTRICOS,TABLET PC CON PRESENTACION DE CAJA DE CARTON
17171,JOYERIA,ARETES DE PLATA SIN MARCA Y SIN MODELO CARECE DE PAIS DE ORIGEN   925 PLATA
17172,JOYERIA,ANILLO DE PLATA SIN MARCA SIN MODELO 925
17173,JOYERIA,DIJE 925 PLATA
17174,ACCESORIOS ELECTRICOS,MOTOR ELECTRICO DE LA MARCA WEG CON PRESENTACION CAJA DE CARTON
17175,HERRAMIENTAS,PISTON PARA PUERTA DE LA MARCA JACKSON DE MODELO 500K CON PRESENTACION EN CAJA DE CARTON
17176,HERRAMIENTAS,BOMBA PARA MOTOR UNIVERSAL DE LA MARCA GLOBAL DE MODELO PQ17460 CON PRESENTACION BOLSA DE PLASTICO
17177,SIN ESPECIFICAR,BISAGRA PARA PUERTAS CON PRESENTACION DE CAJA DE CARTON
17178,HERRAMIENTAS,CORREDERA CON LATERAL METALICO DE LA MARCA AMGAZIR DE MODELO 571 CON PRESENTACION CAJA DE CARTON
17179,ROPA CABALLERO,CAMISA DE CABALLERO DE LA MARCA CANDILA MODELO 165-L CON PRESENTACION GANCHO EN EXHIBICION
17180,ACCESORIOS PARA AUTOS,BOCINA AUTOMOTRIZ DE LA MARCA NARANCHI DE MODELO 380W CON PRESENTACION CAJA CARTON
17181,CERVEZA,CERVEZA DE LA MARCA TENNENT'S DE MODELO SCOTCHALE CON PRESENTACION EN BOTELLA DE VIDRIO
17182,LENTES,LENTE OFTALMICA DE LA MARCA LUCCIANO CON PRESENTACION ESTUCHE
17183,APARATOS ELECTRODOMESTICOS,EXTRACTOR DE LA MARCA BELLA CON PRESENTACION EN CAJA DE CARTON
17184,APARATOS ELECTRODOMESTICOS,RECIPIENTES TERMICOS DE LA MARCA BOBBY FLAY CON PRESENTACION CAJA DE CARTON
17185,REFACCIONES,JUEGO DE CAMARA (PISTON) CON PRESENATCION UNA PIEZA  EN CAJA DE CARTON
17186,SIN ESPECIFICAR,LUNA DE PLASTICO NO OSTENTA
17187,ZAPATOS,TENIS DE NIÑO DE LA MARCA SANDY SIN MODELO CON PRESENTACION EN CAJA
17188,TEXTILES,COLCHA EDREDON DE LA MARCA VIANNET DE MODELO 218-B-6 CON PRESENTACION EN BOLSA
17189,ACCESORIOS PARA DAMA,ALAJERO DE FANTASIA  SIN MARCA DE MODELO 724-B CON PRESENTACION EN CAJA
17190,APARATOS ELECTRICOS,FOCO AHORRADOR DE LA MARCA ARGOS DE MODELO 8900340 CON PRESENTACION EN BLISTER
17191,HERRAMIENTAS,DESARMADOR DE TRUPER DE MODELO DT4 CON PRESENTACION EN BLISTER
17192,SALSA,SALSA ROJA DE LA MARCA DEL PRIMO SIN MODELO CON PRESENTACION EN BOTELLA VIDRIO
17193,ALIMENTOS PREPARADOS,EMPALMES DE LA MARCA LOS COMALES SIN MODELO CON PRESENTACION EN BOLSA DE PLASTICO
17194,DULCES Y GOLOSINAS,BOMBONES DE LA MARCA DE LA ROSA SIN MODELO CON PRESENTACION EN BOLSA PLASTICO
17195,HERRAMIENTAS,TALADRO DE LA MARCA URREA DE MODELO 18L0 CON PRESENTYACION EN CAJA DE CARTON
17196,HERRAMIENTAS,DESENGRAPADORA DE LA MARCA PILOT DE MODELO 6 CON PRESENTACION CAJA DE CARTON
17197,MATERIALES P/CONSTRUCCION,GRAVILLA PARA TECHO SIN MARCA SIN MODELO CON PRESENTACION DE BOLSA
17198,SIN ESPECIFICAR,PAÑAL DESECHABLE SIN MARCA NI MODELO DE BOLSA DE PLASTICO
17199,REFACCIONES,ALTERNADOR DE LA MARCA VOLTMAX SIN MODELO CON PRESENTACION EN CAJA DE CARTON
17200,REFACCIONES,BALATA SEMIMETALICA DE LA MARCA GONHER SIN MODELO CON PRESENTACION CAJA DE CARTON
17201,HERRAMIENTAS,ROTOMARTILLO DE LA AMRCA URREA DE MODELO RM712C CON PRESENTACION CAJA DE CARTON
17202,HERRAMIENTAS,TENAZA DE TIERRA DE LA MARCA SURTEK DE MODELO 118008 CON PRESENTACION EN CAJA DE CARTON
17203,ARTICULOS  DE LIMPIEZA,PINZAS DE LA MARCA TENDAL SIN MODELO CON PRESENTACION BOLSA DE PLASTICO
17204,ARTICULOS  DE LIMPIEZA,DETERGENTE ROPA NEGRA DE LA MARCA ELIZONDO SIN MODELO CON PRESENTACION EN BOTE PLASTICO
17205,APARATOS ELECTRONICOS,CALENTADOR DE AGUA DE PASO DE LA MARCA WHIRPOOL SIN MODELO CON PRESENTACION DE CAJA DE CARTON
17206,REFACCIONES,ENGRANES PARA TRANSMISION DE LA MARCA FULLER SIN MODELO CON PRESENTACION DE CAJA DE CARTON
17207,REFACCIONES,CABLE PARA TRANSMICION DE LA MARCA FULLER SIN MODELO CON PRESENTACION DE CAJA DE CARTON
17208,REFACCIONES,REGULADOR PARA TRANSMICION DE LA MARCA FULLER SIN MODELO CON PRESENTACION DE CAJA DE CARTON
17209,ACCESORIOS ELECTRICOS,CONTENEDOR PARA ELECTRICIDAD DE MODELO C25 DE LA MARCA EATON CON PRESENTACION CAJA DE CARTON
17210,ARTICULOS DEL HOGAR,PLATO SOPERO DE LA MARCA SANTA ANITA SIN MODELO CON PRESENTACION CAJA DE CARTON
17211,APARATOS ELECTRODOMESTICOS,LICUADORA CASERA DE LA MARCA OSTER SIN MODELO CON PRESENTACION CAJA DE CARTON
17212,ARTICULOS DE FERRETERIA,PEGAMENTO PARA PUERTA DE LA MARCA CATER DE MODELO 31960 CON PRESENTACION EN CAJA DE CARTON
17213,ARTICULOS DE FERRETERIA,REGADERA PARA BAÑO DE LA MARCA RUGO DE MODELO 44M CON PRESENTACION CAJA DE CARTON
17214,ARTICULOS DE FERRETERIA,TALADRO ELECTRICO DE LA MARCA ROTTERDE MODELO 9366 CON PRESENTACION  CAJA DE CARTON
17215,SALSA,SALSA PREPARADA DE LA MARCA EL PRIMO CON PRESENTACION INDIVIDUAL
17216,APARATOS ELECTRICOS,MICROONDAS HORNO DE LA MARCA WHIRPOOL DE MODELO WMV CON PRESENTACION DE CAJA DE CARTON
17217,ROPA,PANTS PARA DAMA DE LA MARCA FRITZI CON MODELO 09829 CON PRESENTACION INDIVIDUAL DE GANCHO DE PLASTICO
17218,LINTERNAS,LINTERNA ELEFANTE DE LA MARCA TOOLCRAFT CCON PRESENTACION EN CAJA
17219,ROPA,VESTIDO DE LA MARCA VITTO CON PRESENTACION DE GANCHIO DE PLASTICO
17220,PELUCHE,PELUCHE DE LA MARCA DISNEY SIN MODELO CON PRESENTACION SOLA
17221,ARTICULOS ESCOLARES,MOCHILA DE LA MARCA WILSON CON MODELO 1X12740 CON PRESENTACION SOLA
17222,SIN ESPECIFICAR,POSTAS Y/O BALINES SIN MARCA Y SIN MODELO CON PRESENTACION DE BOLSA DE 500 PIEZAS
17223,ZAPATOS,BOTA VAQUERA DE LA MARCA AUSENTE SIN MODELO CON PRESENTACION DE CAJA DE CARTON
17224,JUGUETES,TRICICLO INFANTIL DE LA MARCA PROMETIO SIN MODELO CON PRESENTACION SOLA
17225,SIN ESPECIFICAR,FILTRO DE AIRE DE LA MARCA ROADSTAR CON MODELO RA3612 CON PRESENTACION DE CAJA DE CARTON
17226,ACCESORIOS P/ TELEFONO CELULAR,ACCESORIO PARA CELULAR DE LA MARCA AUTOMOVIL LAMBORGHINI SIN MODELO CON PRESENTACION EN CAJA DE PLASTICO
17227,ARTICULOS DE FERRETERIA,BOMBA DE AGUA DE LA MARCA USMW US MOTOR SIN MODELO
17228,SIN ESPECIFICAR,MEZCLADORA DE LA MARCA CRT DE MODELO CDM- 8L CON PRESENTACION DE CAJA DE CARTON
17229,ARTICULOS  DE LIMPIEZA,AROMANTIZANTE DE LA MARCA PLEAGE DE MODELO MADERA CON PRESENTACION DE BOTE DE 378 MILILITROS
17230,ARTICULOS DE BELLEZA,PEINE PARA CORTE DE LA MARCA PASSION CON MODELO 6008
17231,ROPA,BLUSA DE DAMA DE LA MARCA DIVA CON MODELO 0012 CON PRESENTACION DE GANCHO
17232,ROPA,BLUSA DE DAMA DE LA MARCA DIVA CON MODELO 09444 CON PRESENTACION DE GANCHO
17233,ARTICULOS DE COCINA,TABLA PARA CORTAR DE LA MARCA HELPER CON MODELO T- H16 CON PRESENTACION DE BOLSA DE CELOFAN
17234,SIN ESPECIFICAR,ARETES DE METAL DE LA MARCA FASHION CON MODELO 102055 CON PRESENTACION DE BOLSA DE CELOFAN
17235,JOYERIA,ARGOLLAS MATRIMONIALES DE LA MARCA TOPACIO DE MODELO GA85A CON PRESENTACION EN CAJA DE CARTON
17236,JOYERIA,ANILLO SOLITARIO DE LA MARCA TOPACIO DE MODELO OBC04-14 CON PRESENTACION CAJA PLASTICO
17237,HERRAMIENTAS,TALADRO DE PERCUSION DE LA MARCA MAKITA DE MODELO HP1630 CON PRESENTACION UNA PIEZA
17238,ARTICULOS DE FERRETERIA,CERA LIQUIDA AUTOMOTRIZ DE LA MARCA MARRIL DE VARIOS MODELOS CON PRESENTACION UNA PIEZA
17239,ARTICULOS DE BELLEZA,TINTE PERMANENTE EN CREMA DE LA MARCA COLOR TECH DE VARIOS MODELOS CON PRESENTACION DE CAJA CON TUBO 90 G
17240,ARTICULOS DE BELLEZA,PESTAÑA ARTIFICIAL DE LA MARCA PROFUSION DE VARIOS MODELOS CON PRESENTACION DE BLISTER
17241,ARTICULOS DE BELLEZA,PEGAMENTO PARA PESTAÑAS DE LA MARCA ERIKA CON PRESENTACION DE FRASCO DE VIDRIO
17242,ZAPATOS,TENIS PARA DAMA DE LA MARCA YOKER DE VARIOS MODELOS CON PRESENTACION E UN PAR
17243,ZAPATOS,ZAPATO DE CABALLERO DE LA MARCA GIARDINO DE VARIOS MODELOS CON PRESENTACION UN PAR
